2021-01-01,78
2021-01-02,78
2021-01-03,21
2021-01-04,21
2021-01-05,47
2021-01-06,30
2021-01-07,92
2021-01-08,71
2021-01-09,69
2021-01-10,38
2021-01-11,55
2021-01-12,56
2021-01-13,35
2021-01-14,42
2021-01-15,36
2021-01-16,41
2021-01-17,28
2021-01-18,42
2021-01-19,56
2021-01-20,42
2021-01-21,28
2021-01-22,56
